,1,2,3,4,5,6,7,8,9,10
2019067__star,0,0,0,0,0,0,1,0,0,0
2019068__star,1,0,0,0,0,0,0,0,0,0
2019069__star,0,0,0,0,0,0,0,1,0,0
2019070__star,0,0,0,0,0,0,0,0,1,0
2019071__star,0,0,0,0,0,1,0,0,0,0
2019072__star,0,1,0,0,0,0,0,0,0,0
2019073__star,0,0,0,0,1,0,0,0,0,0
2019074__star,0,1,0,0,0,0,0,0,0,0
2019075__star,0,0,0,0,0,1,0,0,0,0
2019076__star,0,0,0,0,0,0,0,0,0,1
2019077__star,0,0,1,0,0,0,0,0,0,0
2019078__star,0,0,1,0,0,0,0,0,0,0
2019079__star,0,0,0,0,0,0,0,1,0,0
2019080__star,0,0,0,0,0,0,0,0,0,1
2019081__star,0,0,0,0,0,0,0,0,0,1
2019082__star,0,0,0,0,0,1,0,0,0,0
2019083__star,0,0,0,0,0,0,0,0,0,1
2019084__star,0,0,0,1,0,0,0,0,0,0
2019085__star,0,0,0,0,0,0,0,1,0,0
2019086__star,0,0,0,0,0,1,0,0,0,0
2019087__star,0,0,1,0,0,0,0,0,0,0
2019088__star,0,0,0,0,0,0,0,0,0,1
2019089__star,0,0,0,0,0,0,0,1,0,0
2019090__star,0,0,1,0,0,0,0,0,0,0
2019091__star,0,0,0,0,1,0,0,0,0,0
2019092__star,0,0,0,1,0,0,0,0,0,0
2019093__star,0,0,0,0,0,0,0,0,1,0
2019094__star,0,0,0,1,0,0,0,0,0,0
2019095__star,0,0,1,0,0,0,0,0,0,0
2019096__star,0,0,0,0,0,0,0,0,0,1
2019097__star,0,1,0,0,0,0,0,0,0,0
2019098__star,0,1,0,0,0,0,0,0,0,0
2019099__star,0,0,1,0,0,0,0,0,0,0
2019100__star,0,0,0,0,0,0,0,1,0,0
2019101__star,0,0,0,1,0,0,0,0,0,0
2019102__star,0,0,0,0,0,1,0,0,0,0
2019103__star,0,0,0,0,1,0,0,0,0,0
2019104__star,0,0,0,1,0,0,0,0,0,0
2019105__star,0,0,0,1,0,0,0,0,0,0
2019106__star,0,0,1,0,0,0,0,0,0,0
2019107__star,0,1,0,0,0,0,0,0,0,0
2019108__star,0,0,0,0,0,0,0,1,0,0
2019109__star,0,0,0,0,0,0,0,0,0,1
2019110__star,0,0,0,0,0,0,0,0,1,0
2019111__star,0,0,0,0,1,0,0,0,0,0
2019112__star,0,0,0,0,0,0,0,0,0,1
2019113__star,0,0,0,0,0,0,0,0,0,1
2019114__star,0,0,0,1,0,0,0,0,0,0
2019115__star,0,0,1,0,0,0,0,0,0,0
2019116__star,0,0,0,0,1,0,0,0,0,0
2019117__star,0,1,0,0,0,0,0,0,0,0
2019118__star,0,0,1,0,0,0,0,0,0,0
2019119__star,0,0,0,0,1,0,0,0,0,0
2019120__star,0,0,0,0,1,0,0,0,0,0
2019121__star,0,0,0,0,1,0,0,0,0,0
2019122__star,0,0,0,0,0,0,0,0,1,0
2019123__star,0,0,0,0,0,0,0,0,1,0
2019124__star,0,1,0,0,0,0,0,0,0,0
2019125__star,0,0,0,0,0,0,0,1,0,0
2019126__star,0,0,0,1,0,0,0,0,0,0
2019127__star,1,0,0,0,0,0,0,0,0,0
2019128__star,0,0,0,0,0,0,0,0,1,0
2019129__star,0,0,0,1,0,0,0,0,0,0
2019130__star,1,0,0,0,0,0,0,0,0,0
2019131__star,0,0,1,0,0,0,0,0,0,0
20199133__star,0,0,0,0,0,0,0,0,0,1
20199134__star,0,0,1,0,0,0,0,0,0,0
20199135__star,0,0,0,0,1,0,0,0,0,0
20199136__star,1,0,0,0,0,0,0,0,0,0
20199137__star,0,0,0,0,0,0,0,0,1,0
20199138__star,0,0,0,0,0,0,1,0,0,0
20199139__star,0,0,1,0,0,0,0,0,0,0
20199140__star,0,0,0,1,0,0,0,0,0,0
20199141__star,0,0,0,0,0,0,0,1,0,0
20199142__star,0,0,0,1,0,0,0,0,0,0
20199143__star,0,0,1,0,0,0,0,0,0,0
20199144__star,0,0,0,0,0,0,0,0,1,0
20199145__star,0,1,0,0,0,0,0,0,0,0
20199146__star,0,0,0,0,0,0,0,1,0,0
20199147__star,0,0,0,0,0,0,0,1,0,0
20199148__star,0,0,0,0,0,0,0,1,0,0
20199149__star,0,0,0,0,0,0,0,0,1,0
20199150__star,0,0,0,0,0,1,0,0,0,0
20199151__star,0,0,0,0,0,0,0,0,1,0
20199152__star,0,1,0,0,0,0,0,0,0,0
20199153__star,0,1,0,0,0,0,0,0,0,0
20199154__star,0,0,0,0,0,0,0,0,1,0
20199155__star,0,0,0,0,0,0,0,1,0,0
20199156__star,0,0,0,0,0,1,0,0,0,0
20200001__star,0,0,0,0,0,0,0,0,0,1
20200002__star,0,0,0,0,1,0,0,0,0,0
20200003__star,0,0,1,0,0,0,0,0,0,0
20200004__star,0,0,0,0,0,0,0,1,0,0
20200005__star,0,0,1,0,0,0,0,0,0,0
20200006__star,0,0,0,0,0,0,0,0,1,0
20200007__star,0,1,0,0,0,0,0,0,0,0
20200008__star,0,0,0,0,0,0,0,0,1,0
20200009__star,1,0,0,0,0,0,0,0,0,0
20200010__star,0,0,0,0,0,0,0,0,0,1
20200011__star,0,0,0,0,1,0,0,0,0,0
20200012__star,1,0,0,0,0,0,0,0,0,0
20200013__star,0,0,0,0,0,0,0,1,0,0
20200014__star,0,0,0,0,0,0,0,0,1,0
20200015__star,0,0,0,1,0,0,0,0,0,0
20200016__star,0,0,0,1,0,0,0,0,0,0
20200017__star,0,0,0,0,0,0,0,0,0,1
20200018__star,0,0,0,0,0,0,0,1,0,0
20200019__star,0,0,0,0,1,0,0,0,0,0
20200020__star,0,0,0,0,0,0,1,0,0,0
20200021__star,1,0,0,0,0,0,0,0,0,0
20200022__star,0,1,0,0,0,0,0,0,0,0
20200023__star,0,0,0,1,0,0,0,0,0,0
20200024__star,0,0,0,0,0,0,1,0,0,0
20200025__star,0,0,0,1,0,0,0,0,0,0
20200026__star,0,0,0,0,0,1,0,0,0,0
20200027__star,0,0,0,0,1,0,0,0,0,0
20200028__star,0,0,0,1,0,0,0,0,0,0
20200029__star,0,1,0,0,0,0,0,0,0,0
20200030__star,0,0,0,0,0,0,1,0,0,0
20200031__star,1,0,0,0,0,0,0,0,0,0
20200032__star,0,0,0,0,0,0,0,0,0,1
20200033__star,0,0,1,0,0,0,0,0,0,0
20200034__star,0,0,0,0,0,0,0,0,1,0
20200035__star,0,0,0,0,0,0,0,1,0,0
20200036__star,0,1,0,0,0,0,0,0,0,0
20200037__star,1,0,0,0,0,0,0,0,0,0
20200038__star,0,0,0,0,1,0,0,0,0,0
20200039__star,0,0,0,0,0,0,1,0,0,0
20200040__star,0,0,0,0,0,1,0,0,0,0
20200041__star,0,0,0,0,0,0,0,0,1,0
20200042__star,0,0,0,1,0,0,0,0,0,0
20200043__star,0,0,0,0,0,0,0,0,1,0
20200044__star,0,0,0,0,0,0,1,0,0,0
20200045__star,0,0,0,0,0,0,0,0,1,0
20200046__star,0,0,0,0,0,1,0,0,0,0
20200047__star,0,0,0,0,0,0,0,1,0,0
20200048__star,0,0,0,0,0,1,0,0,0,0
20200049__star,0,0,0,0,0,0,1,0,0,0
20200050__star,0,0,1,0,0,0,0,0,0,0
20200051__star,0,0,0,0,0,0,0,0,1,0
20200052__star,1,0,0,0,0,0,0,0,0,0
20200053__star,0,0,0,1,0,0,0,0,0,0
20200054__star,0,0,0,0,0,0,0,0,0,1
20200055__star,0,0,1,0,0,0,0,0,0,0
20200056__star,0,0,0,0,0,0,1,0,0,0
20200057__star,0,0,0,0,0,0,0,0,0,1
20200058__star,0,0,0,0,0,0,0,1,0,0
20200059__star,0,0,0,1,0,0,0,0,0,0
20200060__star,0,0,0,0,0,0,0,0,1,0
20200061__star,0,0,0,0,0,0,0,1,0,0
20200062__star,0,1,0,0,0,0,0,0,0,0
20200063__star,0,0,0,1,0,0,0,0,0,0
20200064__star,0,0,0,0,0,1,0,0,0,0
20200065__star,0,0,0,0,0,0,0,0,1,0
20200066__star,0,0,0,0,0,0,1,0,0,0
20200067__star,0,0,0,0,0,1,0,0,0,0
20200068__star,0,0,0,0,1,0,0,0,0,0
20200069__star,1,0,0,0,0,0,0,0,0,0
20200070__star,0,1,0,0,0,0,0,0,0,0
20200071__star,0,0,0,1,0,0,0,0,0,0
20200072__star,0,1,0,0,0,0,0,0,0,0
20200073__star,1,0,0,0,0,0,0,0,0,0
20200074__star,0,0,0,0,1,0,0,0,0,0
20200075__star,0,0,0,0,1,0,0,0,0,0
20200076__star,0,0,0,0,0,0,1,0,0,0
20200077__star,0,0,0,1,0,0,0,0,0,0
20200078__star,0,0,0,0,0,0,1,0,0,0
20200079__star,0,0,0,0,0,0,0,1,0,0
20200080__star,0,0,0,0,0,1,0,0,0,0
20200081__star,0,0,0,0,0,1,0,0,0,0
20200082__star,0,0,0,0,0,0,0,1,0,0
20200083__star,0,0,0,0,0,0,1,0,0,0
20200084__star,0,0,0,0,0,0,0,1,0,0
20200085__star,0,0,1,0,0,0,0,0,0,0
20200086__star,0,0,0,1,0,0,0,0,0,0
20200087__star,0,1,0,0,0,0,0,0,0,0
20200088__star,1,0,0,0,0,0,0,0,0,0
20200089__star,0,0,0,1,0,0,0,0,0,0
20200090__star,0,0,1,0,0,0,0,0,0,0
20200091__star,0,0,0,0,1,0,0,0,0,0
20200092__star,0,0,0,0,0,0,0,0,1,0
20200093__star,0,0,0,0,0,0,1,0,0,0
20200094__star,0,0,0,0,0,0,0,1,0,0
20200095__star,0,0,0,0,0,0,0,0,1,0
20200096__star,0,0,0,0,0,1,0,0,0,0
20200097__star,0,0,1,0,0,0,0,0,0,0
20200098__star,0,0,0,0,0,0,1,0,0,0
20200099__star,0,0,0,0,0,1,0,0,0,0
20200100__star,1,0,0,0,0,0,0,0,0,0
20200101__star,0,0,0,0,1,0,0,0,0,0
20200102__star,0,1,0,0,0,0,0,0,0,0
20200103__star,0,0,1,0,0,0,0,0,0,0
20200104__star,0,0,0,1,0,0,0,0,0,0
20200105__star,0,0,0,0,0,0,0,0,0,1
20200106__star,0,0,1,0,0,0,0,0,0,0
20200107__star,0,0,1,0,0,0,0,0,0,0
20200108__star,0,0,0,0,0,0,1,0,0,0
20200109__star,0,0,1,0,0,0,0,0,0,0
20200110__star,0,1,0,0,0,0,0,0,0,0
20200111__star,0,1,0,0,0,0,0,0,0,0
20200112__star,0,0,0,0,0,0,1,0,0,0
20200113__star,0,0,0,0,0,0,1,0,0,0
20200114__star,0,0,0,0,0,0,0,0,1,0
20200115__star,0,0,0,0,1,0,0,0,0,0
20200116__star,0,0,0,0,0,0,0,0,1,0
20200117__star,0,1,0,0,0,0,0,0,0,0
20200118__star,0,0,0,0,1,0,0,0,0,0
20200119__star,0,1,0,0,0,0,0,0,0,0
20200120__star,0,0,0,0,1,0,0,0,0,0
20200121__star,0,1,0,0,0,0,0,0,0,0
20200122__star,0,0,0,0,0,0,0,1,0,0
20200123__star,0,0,1,0,0,0,0,0,0,0
20200124__star,0,0,0,0,0,1,0,0,0,0
20200125__star,0,0,0,1,0,0,0,0,0,0
20200126__star,1,0,0,0,0,0,0,0,0,0
20200127__star,1,0,0,0,0,0,0,0,0,0
20200128__star,0,1,0,0,0,0,0,0,0,0
20200129__star,0,0,0,0,1,0,0,0,0,0
20200130__star,0,0,0,0,0,0,0,0,1,0
20200131__star,0,0,0,0,1,0,0,0,0,0
20200132__star,0,0,1,0,0,0,0,0,0,0
20200133__star,1,0,0,0,0,0,0,0,0,0
20200134__star,0,0,0,0,0,0,0,0,1,0
20200135__star,0,0,0,0,0,0,0,0,0,1
20200136__star,0,0,0,0,0,0,0,0,1,0
20200137__star,0,0,0,0,0,0,0,0,1,0
20200138__star,0,0,0,0,0,0,1,0,0,0
20200139__star,0,0,0,0,0,0,0,1,0,0
20200140__star,0,0,0,1,0,0,0,0,0,0
20200141__star,1,0,0,0,0,0,0,0,0,0
20200142__star,0,0,0,1,0,0,0,0,0,0
20200143__star,0,0,0,0,0,0,0,0,0,1
20200144__star,0,0,1,0,0,0,0,0,0,0
20200145__star,1,0,0,0,0,0,0,0,0,0
20200146__star,1,0,0,0,0,0,0,0,0,0
20200147__star,0,0,0,1,0,0,0,0,0,0
20200148__star,0,0,0,0,0,0,1,0,0,0
20200149__star,0,0,0,0,0,1,0,0,0,0
20200150__star,0,0,0,0,0,1,0,0,0,0
20200151__star,0,0,0,0,0,0,0,0,1,0
20200152__star,0,0,0,0,1,0,0,0,0,0
20200153__star,0,0,0,0,1,0,0,0,0,0
20200154__star,0,0,0,0,0,0,0,0,1,0
20200155__star,0,0,0,0,0,0,1,0,0,0
20200156__star,0,0,0,0,1,0,0,0,0,0
20200157__star,1,0,0,0,0,0,0,0,0,0
20211001__star,0,0,0,0,0,0,0,0,0,1
20211002__star,0,0,0,0,0,0,0,1,0,0
20211003__star,0,0,0,0,0,0,0,0,1,0
20211004__star,1,0,0,0,0,0,0,0,0,0
20211005__star,0,0,0,0,1,0,0,0,0,0
20211006__star,0,0,0,0,1,0,0,0,0,0
20211007__star,0,1,0,0,0,0,0,0,0,0
20211008__star,0,0,0,0,0,0,0,0,0,1
20211009__star,0,0,0,0,0,0,0,0,1,0
20211010__star,0,0,0,0,1,0,0,0,0,0
20211011__star,0,0,0,0,1,0,0,0,0,0
20211012__star,0,0,0,0,0,1,0,0,0,0
20211013__star,0,0,0,1,0,0,0,0,0,0
20211014__star,0,0,0,0,0,0,0,0,1,0
20211015__star,0,0,0,0,0,0,0,0,0,1
20211016__star,0,0,0,0,0,0,0,0,0,1
20211017__star,0,0,0,0,0,0,0,1,0,0
20211018__star,0,0,0,1,0,0,0,0,0,0
20211019__star,0,0,0,0,0,0,0,0,0,1
20211020__star,0,0,0,0,0,0,1,0,0,0
20211021__star,0,0,0,0,0,0,0,1,0,0
20211022__star,0,0,0,0,1,0,0,0,0,0
20211023__star,0,0,0,0,0,0,1,0,0,0
20211024__star,0,1,0,0,0,0,0,0,0,0
20211025__star,0,0,0,0,0,0,0,0,0,1
20211026__star,0,0,0,0,0,0,0,0,1,0
20211027__star,0,0,0,0,0,0,1,0,0,0
20211028__star,0,0,0,0,0,0,0,1,0,0
20211029__star,0,0,0,0,0,0,0,0,0,1
20211030__star,0,0,0,0,0,0,0,0,1,0
20211031__star,0,0,0,0,0,0,0,1,0,0
20211032__star,0,1,0,0,0,0,0,0,0,0
20211033__star,0,0,1,0,0,0,0,0,0,0
20211034__star,0,0,1,0,0,0,0,0,0,0
20211035__star,0,0,0,1,0,0,0,0,0,0
20211036__star,0,0,0,0,0,0,0,0,0,1
20211037__star,0,0,0,0,1,0,0,0,0,0
20211038__star,1,0,0,0,0,0,0,0,0,0
20211039__star,0,0,0,0,1,0,0,0,0,0
20211040__star,0,1,0,0,0,0,0,0,0,0
20211041__star,0,0,0,0,0,0,0,1,0,0
20211042__star,0,0,0,1,0,0,0,0,0,0
20211043__star,0,0,0,0,0,0,0,1,0,0
20211044__star,0,0,0,0,0,0,1,0,0,0
20211045__star,0,0,0,0,0,1,0,0,0,0
20211046__star,1,0,0,0,0,0,0,0,0,0
20211047__star,1,0,0,0,0,0,0,0,0,0
20211048__star,0,0,0,1,0,0,0,0,0,0
20211049__star,0,0,0,0,0,0,1,0,0,0
20211050__star,0,0,0,0,0,1,0,0,0,0
20211051__star,0,0,0,0,0,1,0,0,0,0
20211052__star,0,0,0,0,0,0,1,0,0,0
20211053__star,0,0,0,0,0,1,0,0,0,0
20211054__star,0,0,0,0,0,1,0,0,0,0
20211055__star,0,0,0,0,0,1,0,0,0,0
20211056__star,0,0,0,0,0,0,0,0,0,1
20211057__star,1,0,0,0,0,0,0,0,0,0
20211058__star,0,0,1,0,0,0,0,0,0,0
20211059__star,0,0,0,1,0,0,0,0,0,0
20211060__star,0,0,1,0,0,0,0,0,0,0
20211061__star,0,0,0,0,0,0,0,0,0,1
20211062__star,0,0,0,0,0,0,0,0,1,0
20211063__star,0,0,0,0,0,1,0,0,0,0
20211064__star,0,0,1,0,0,0,0,0,0,0
20211065__star,0,0,0,0,0,0,0,0,1,0
20211066__star,0,0,0,0,0,1,0,0,0,0
20211067__star,0,0,0,0,0,0,0,0,1,0
20211068__star,0,0,0,0,0,0,0,1,0,0
20211069__star,0,0,0,0,0,0,0,1,0,0
20211070__star,1,0,0,0,0,0,0,0,0,0
20211071__star,0,0,0,0,0,0,1,0,0,0
20211072__star,0,0,0,0,0,0,0,0,1,0
20211073__star,0,0,0,0,0,1,0,0,0,0
20211074__star,0,0,0,0,0,0,0,0,0,1
20211075__star,1,0,0,0,0,0,0,0,0,0
20211076__star,0,0,0,0,0,1,0,0,0,0
20211077__star,1,0,0,0,0,0,0,0,0,0
20211078__star,0,0,0,0,0,0,0,0,1,0
20211079__star,0,1,0,0,0,0,0,0,0,0
20211080__star,0,1,0,0,0,0,0,0,0,0
20211081__star,0,1,0,0,0,0,0,0,0,0
20211082__star,1,0,0,0,0,0,0,0,0,0
20211083__star,1,0,0,0,0,0,0,0,0,0
20211084__star,0,0,0,0,0,0,0,0,0,1
20211085__star,0,0,0,0,0,1,0,0,0,0
20211086__star,0,0,0,0,1,0,0,0,0,0
20211087__star,0,0,0,0,0,0,0,0,1,0
20211088__star,0,0,0,0,0,0,0,0,1,0
20211089__star,0,0,0,0,0,0,0,0,0,1
20211090__star,0,0,0,0,0,1,0,0,0,0
20211091__star,0,0,1,0,0,0,0,0,0,0
20211092__star,0,1,0,0,0,0,0,0,0,0
20211093__star,0,0,0,0,0,0,0,0,0,1
20211094__star,0,0,0,0,0,0,0,0,0,1
20211095__star,0,0,1,0,0,0,0,0,0,0
20211096__star,0,0,0,1,0,0,0,0,0,0
20211097__star,0,0,0,0,0,0,1,0,0,0
20211098__star,0,0,0,1,0,0,0,0,0,0
20211099__star,0,1,0,0,0,0,0,0,0,0
20211100__star,0,1,0,0,0,0,0,0,0,0
20211101__star,0,0,0,0,0,1,0,0,0,0
20211102__star,0,0,0,0,0,0,0,1,0,0
20211103__star,0,0,0,0,0,0,0,0,1,0
20211104__star,0,0,0,0,0,0,0,0,1,0
20211105__star,0,0,0,0,0,0,1,0,0,0
20211106__star,0,0,1,0,0,0,0,0,0,0
20211107__star,0,0,0,0,0,0,0,0,1,0
20211108__star,0,0,0,1,0,0,0,0,0,0
20211109__star,0,0,0,0,0,0,0,1,0,0
20211110__star,0,0,0,1,0,0,0,0,0,0
20211111__star,0,0,0,0,0,0,1,0,0,0
20211112__star,0,1,0,0,0,0,0,0,0,0
20211113__star,0,0,0,0,1,0,0,0,0,0
20211114__star,1,0,0,0,0,0,0,0,0,0
20211115__star,1,0,0,0,0,0,0,0,0,0
20211116__star,0,0,1,0,0,0,0,0,0,0
20211117__star,0,0,0,0,0,0,0,0,0,1
20211118__star,0,0,0,0,0,0,0,0,1,0
20211119__star,1,0,0,0,0,0,0,0,0,0
20211120__star,0,1,0,0,0,0,0,0,0,0
20211121__star,0,0,1,0,0,0,0,0,0,0
20211122__star,0,0,1,0,0,0,0,0,0,0
20211123__star,0,0,0,0,0,0,0,0,0,1
20211124__star,0,0,0,0,0,0,0,0,0,1
20211125__star,0,0,0,0,0,1,0,0,0,0
20211126__star,0,0,0,1,0,0,0,0,0,0
20211127__star,0,0,0,0,0,0,0,0,1,0
20211128__star,0,0,0,0,0,0,0,0,0,1
20211129__star,0,0,0,0,0,0,0,0,1,0
20211130__star,0,0,0,0,0,0,0,0,1,0
20211131__star,0,0,0,0,0,1,0,0,0,0
20211132__star,0,0,0,0,0,0,0,0,0,1
20211133__star,0,0,1,0,0,0,0,0,0,0
20211134__star,0,0,1,0,0,0,0,0,0,0
20211135__star,0,1,0,0,0,0,0,0,0,0
20211136__star,0,0,0,0,0,1,0,0,0,0
20211137__star,0,0,0,0,0,0,0,1,0,0
20211138__star,0,0,0,0,0,1,0,0,0,0
20211139__star,0,0,0,0,0,0,0,1,0,0
20211140__star,0,0,0,0,1,0,0,0,0,0
20211141__star,0,0,0,0,0,0,0,1,0,0
20211142__star,0,0,0,1,0,0,0,0,0,0
20211143__star,0,0,0,1,0,0,0,0,0,0
20211144__star,0,0,0,0,0,1,0,0,0,0
20211145__star,0,0,0,0,1,0,0,0,0,0
20211146__star,0,0,0,0,0,1,0,0,0,0
20211147__star,0,0,0,1,0,0,0,0,0,0
20211148__star,0,0,0,0,0,0,0,0,1,0
20211149__star,1,0,0,0,0,0,0,0,0,0
20211150__star,0,0,0,0,0,0,0,1,0,0
20211151__star,0,0,0,0,0,0,0,1,0,0
20211152__star,1,0,0,0,0,0,0,0,0,0
20211153__star,1,0,0,0,0,0,0,0,0,0
20211154__star,0,0,0,0,0,0,0,0,0,1
20211155__star,0,0,0,0,0,0,0,1,0,0
20211156__star,0,0,0,0,0,0,1,0,0,0
20222001__star,0,0,0,0,1,0,0,0,0,0
20222002__star,0,0,0,0,1,0,0,0,0,0
20222003__star,0,0,0,1,0,0,0,0,0,0
20222004__star,0,0,0,0,0,0,0,0,0,1
20222005__star,0,0,0,0,0,0,0,0,1,0
20222006__star,0,0,0,1,0,0,0,0,0,0
20222007__star,0,0,0,0,0,0,0,1,0,0
20222008__star,0,0,0,0,0,0,0,0,1,0
20222009__star,0,0,0,0,0,1,0,0,0,0
20222010__star,0,0,0,0,0,0,0,1,0,0
20222011__star,0,1,0,0,0,0,0,0,0,0
20222012__star,0,0,0,0,0,0,0,0,0,1
20222013__star,0,0,0,0,0,0,0,0,1,0
20222014__star,0,0,0,0,0,0,0,1,0,0
20222015__star,0,0,0,1,0,0,0,0,0,0
20222016__star,0,0,0,0,0,0,0,0,1,0
20222017__star,0,0,1,0,0,0,0,0,0,0
20222018__star,1,0,0,0,0,0,0,0,0,0
20222019__star,0,0,0,0,0,0,0,0,0,1
20222020__star,0,0,0,0,1,0,0,0,0,0
20222021__star,0,1,0,0,0,0,0,0,0,0
20222022__star,1,0,0,0,0,0,0,0,0,0
20222023__star,0,0,0,0,1,0,0,0,0,0
20222024__star,0,0,0,0,0,0,0,1,0,0
20222025__star,0,0,1,0,0,0,0,0,0,0
20222026__star,0,1,0,0,0,0,0,0,0,0
20222027__star,0,0,0,0,0,1,0,0,0,0
20222028__star,0,0,1,0,0,0,0,0,0,0
20222029__star,0,0,0,1,0,0,0,0,0,0
20222030__star,0,0,0,1,0,0,0,0,0,0
20222031__star,0,0,0,0,1,0,0,0,0,0
20222032__star,0,0,0,0,0,1,0,0,0,0
20222033__star,0,0,1,0,0,0,0,0,0,0
20222034__star,0,0,0,0,0,0,1,0,0,0
20222035__star,0,0,0,0,0,0,0,0,1,0
20222036__star,0,0,0,0,0,0,0,0,0,1
20222037__star,0,0,0,0,1,0,0,0,0,0
20222038__star,0,0,0,0,0,0,0,0,0,1
20222039__star,0,0,0,0,0,0,1,0,0,0
20222040__star,0,0,0,0,0,0,0,0,0,1
20222041__star,0,0,0,0,0,1,0,0,0,0
20222042__star,0,0,0,0,0,0,1,0,0,0
20222043__star,0,0,0,0,0,0,0,0,0,1
20222044__star,0,0,0,0,0,0,0,0,0,1
20222045__star,0,0,0,0,0,0,0,1,0,0
20222046__star,0,0,0,0,0,1,0,0,0,0
20222047__star,0,0,0,0,1,0,0,0,0,0
20222048__star,0,0,0,0,0,0,1,0,0,0
20222049__star,0,0,0,1,0,0,0,0,0,0
20222050__star,0,0,0,0,0,0,1,0,0,0
20222051__star,0,0,0,0,0,0,0,0,0,1
20222052__star,0,0,0,0,0,0,0,0,1,0
20222053__star,0,0,0,0,0,0,1,0,0,0
20222054__star,0,1,0,0,0,0,0,0,0,0
20222055__star,0,0,1,0,0,0,0,0,0,0
20222056__star,0,1,0,0,0,0,0,0,0,0
20222057__star,0,0,0,0,0,0,0,0,0,1
20222058__star,0,0,0,1,0,0,0,0,0,0
20222059__star,1,0,0,0,0,0,0,0,0,0
20222060__star,0,0,0,0,0,0,1,0,0,0
20222061__star,0,0,0,1,0,0,0,0,0,0
20222062__star,0,0,0,0,0,1,0,0,0,0
20222063__star,0,0,0,0,0,0,0,0,0,1
20222064__star,0,0,0,0,0,0,1,0,0,0
20222065__star,0,1,0,0,0,0,0,0,0,0
20222066__star,0,0,0,0,0,0,1,0,0,0
20222067__star,0,0,0,0,1,0,0,0,0,0
20222068__star,0,0,0,0,1,0,0,0,0,0
20222069__star,0,0,0,0,1,0,0,0,0,0
20222070__star,0,0,0,0,0,0,0,1,0,0
20222071__star,0,0,0,0,0,0,0,0,0,1
20222072__star,0,0,0,0,0,1,0,0,0,0
20222073__star,0,0,0,0,0,0,0,0,1,0
20222074__star,0,0,1,0,0,0,0,0,0,0
20222075__star,0,1,0,0,0,0,0,0,0,0
20222076__star,0,0,0,0,0,0,0,0,1,0
20222077__star,1,0,0,0,0,0,0,0,0,0
20222078__star,0,0,0,0,0,0,0,0,1,0
20222079__star,0,0,0,0,0,0,0,0,1,0
